Title2,Title_URL,Number,Number1,Number2,cardschool__departmentsc19lmz2k0,cardschool__schoolsc19lmz2k1,cardfeedback__cardfeedbackitemlq6nix1,cardfeedback__cardfeedbackitemlq6nix13,cardfeedback__cardfeedbackitemlq6nix14,cardfeedback__cardfeedbackitemlq6nix15,Field
Deboleena Roy,https://www.ratemyprofessors.com/professor/1631745,QUALITY,,6 ratings,Women's Studies,Emory University,"100%
would take again",100%,"3.5
level of difficulty",3.5,2.5
Douglas Bowman,https://www.ratemyprofessors.com/professor/2092206,QUALITY,,5 ratings,Business,Emory University,"50%
would take again",50%,"2.8
level of difficulty",2.8,2
Patrick Herald,https://www.ratemyprofessors.com/professor/2335544,QUALITY,4.8,18 ratings,English,Emory University,"100%
would take again",100%,"2.7
level of difficulty",2.7,4.8
Anita Corbett,https://www.ratemyprofessors.com/professor/2288580,QUALITY,5,2 ratings,Biology,Emory University,"100%
would take again",100%,"3
level of difficulty",3,5
Andrew Mitchell,https://www.ratemyprofessors.com/professor/2452083,QUALITY,4.5,2 ratings,Philosophy,Emory University,"100%
would take again",100%,"3.5
level of difficulty",3.5,4.5
Chip Frame,https://www.ratemyprofessors.com/professor/655034,QUALITY,,25 ratings,Business,Emory University,"72%
would take again",72%,"2.9
level of difficulty",2.9,3.6
Michael Prietula,https://www.ratemyprofessors.com/professor/2037352,QUALITY,,6 ratings,Business,Emory University,"50%
would take again",50%,"3.5
level of difficulty",3.5,2.5
George Yancy ,https://www.ratemyprofessors.com/professor/2088249,QUALITY,4.7,15 ratings,Philosophy,Emory University,"100%
would take again",100%,"1.3
level of difficulty",1.3,4.7
William Wuest,https://www.ratemyprofessors.com/professor/2355516,QUALITY,4,18 ratings,Chemistry,Emory University,"79%
would take again",79%,"3.4
level of difficulty",3.4,4
Drew Westen,https://www.ratemyprofessors.com/professor/959777,QUALITY,,20 ratings,Psychology,Emory University,"50%
would take again",50%,"2.7
level of difficulty",2.7,3
Tyler Tennant,https://www.ratemyprofessors.com/professor/2637213,QUALITY,5,5 ratings,English,Emory University,"100%
would take again",100%,"1.8
level of difficulty",1.8,5
Kevin Crowley,https://www.ratemyprofessors.com/professor/2008789,QUALITY,4,2 ratings,Business,Emory University,"0%
would take again",0%,"2.5
level of difficulty",2.5,4
Le Chen,https://www.ratemyprofessors.com/professor/2559430,QUALITY,,8 ratings,Mathematics,Emory University,"50%
would take again",50%,"3.1
level of difficulty",3.1,2.5
Kyle Tanaka,https://www.ratemyprofessors.com/professor/2383894,QUALITY,4.3,3 ratings,Philosophy,Emory University,"100%
would take again",100%,"3
level of difficulty",3,4.3
Nathan Lee,https://www.ratemyprofessors.com/professor/2647575,QUALITY,5,1 ratings,Film & Media Studies,Emory University,"100%
would take again",100%,"2
level of difficulty",2,5
Brandon Wicks,https://www.ratemyprofessors.com/professor/1037330,QUALITY,4.1,24 ratings,English,Emory University,"75%
would take again",75%,"3.5
level of difficulty",3.5,4.1
Ninon Vessier,https://www.ratemyprofessors.com/professor/2642089,QUALITY,5,1 ratings,French,Emory University,"100%
would take again",100%,"4
level of difficulty",4,5
Thomas Gillespie,https://www.ratemyprofessors.com/professor/2249217,QUALITY,5,2 ratings,Science,Emory University,"100%
would take again",100%,"2.5
level of difficulty",2.5,5
Craig Womack,https://www.ratemyprofessors.com/professor/1934818,QUALITY,,6 ratings,English,Emory University,"100%
would take again",100%,"2.2
level of difficulty",2.2,3.3
Huw Davies,https://www.ratemyprofessors.com/professor/1439529,QUALITY,,24 ratings,Chemistry,Emory University,"64%
would take again",64%,"3.7
level of difficulty",3.7,3.4
John Stuhr,https://www.ratemyprofessors.com/professor/1868324,QUALITY,4.9,8 ratings,Philosophy,Emory University,"78%
would take again",78%,"4
level of difficulty",4,4.9
William Mann,https://www.ratemyprofessors.com/professor/2620135,QUALITY,5,4 ratings,Business,Emory University,"100%
would take again",100%,"1.8
level of difficulty",1.8,5
Lisa Lee,https://www.ratemyprofessors.com/professor/1977021,QUALITY,4.1,11 ratings,Art History,Emory University,"91%
would take again",91%,"3.9
level of difficulty",3.9,4.1
Meina Yates-Richard,https://www.ratemyprofessors.com/professor/2667707,QUALITY,,0 ratings,African-American Studies,Emory University,"67%
would take again",67%,"0
level of difficulty",0,0
Omar Quinonez,https://www.ratemyprofessors.com/professor/2522881,QUALITY,5,4 ratings,Philosophy,Emory University,"100%
would take again",100%,"2.3
level of difficulty",2.3,5
John D'Amico,https://www.ratemyprofessors.com/professor/2590423,QUALITY,4.2,6 ratings,French,Emory University,"67%
would take again",67%,"2.7
level of difficulty",2.7,4.2
Abigail Droge,https://www.ratemyprofessors.com/professor/2637882,QUALITY,5,4 ratings,English,Emory University,"100%
would take again",100%,"2.2
level of difficulty",2.2,5
Teresa Davis,https://www.ratemyprofessors.com/professor/2584005,QUALITY,4.8,5 ratings,History,Emory University,"80%
would take again",80%,"2.6
level of difficulty",2.6,4.8
Kate Hawks,https://www.ratemyprofessors.com/professor/2645130,QUALITY,4.5,2 ratings,Sociology,Emory University,"100%
would take again",100%,"2
level of difficulty",2,4.5
Hillary Rodman,https://www.ratemyprofessors.com/professor/485033,QUALITY,,15 ratings,Psychology,Emory University,"78%
would take again",78%,"3.4
level of difficulty",3.4,3.6
Christopher Keyes,https://www.ratemyprofessors.com/professor/2623726,QUALITY,4.4,5 ratings,Mathematics,Emory University,"100%
would take again",100%,"4.4
level of difficulty",4.4,4.4
Tian Chan,https://www.ratemyprofessors.com/professor/2254506,QUALITY,4,11 ratings,Business,Emory University,"93%
would take again",93%,"3.3
level of difficulty",3.3,4
Isabella Alexander-Nathani,https://www.ratemyprofessors.com/professor/2105413,QUALITY,4.9,133 ratings,Anthropology,Emory University,"100%
would take again",100%,"3.4
level of difficulty",3.4,4.9
Diego Rojas,https://www.ratemyprofessors.com/professor/2607992,QUALITY,5,1 ratings,Economics,Emory University,"100%
would take again",100%,"3
level of difficulty",3,5
Robert Morton,https://www.ratemyprofessors.com/professor/1770170,QUALITY,4.8,2 ratings,Religion,Emory University,"0%
would take again",0%,"4.5
level of difficulty",4.5,4.8
Kurt Warncke,https://www.ratemyprofessors.com/professor/1997102,QUALITY,,20 ratings,Physics,Emory University,"60%
would take again",60%,"3.4
level of difficulty",3.4,3.3
Belen Pueyo-Ibanez,https://www.ratemyprofessors.com/professor/2674636,QUALITY,,0 ratings,Philosophy,Emory University,"100%
would take again",100%,"0
level of difficulty",0,0
Holli Semetko,https://www.ratemyprofessors.com/professor/2065970,QUALITY,,21 ratings,Political Science,Emory University,"28%
would take again",28%,"2
level of difficulty",2,2.3
Carrie Wickham,https://www.ratemyprofessors.com/professor/1260331,QUALITY,,33 ratings,Political Science,Emory University,"67%
would take again",67%,"3.4
level of difficulty",3.4,3.6
Tracy Scott,https://www.ratemyprofessors.com/professor/777231,QUALITY,4.8,41 ratings,Sociology,Emory University,"96%
would take again",96%,"2.3
level of difficulty",2.3,4.8
Jack Barlow,https://www.ratemyprofessors.com/professor/2608875,QUALITY,5,3 ratings,Mathematics,Emory University,"100%
would take again",100%,"2.3
level of difficulty",2.3,5
Marcelo Sales,https://www.ratemyprofessors.com/professor/2650433,QUALITY,4.7,3 ratings,Mathematics,Emory University,"100%
would take again",100%,"3
level of difficulty",3,4.7
Michael Chiddo,https://www.ratemyprofessors.com/professor/2410857,QUALITY,5,3 ratings,Philosophy,Emory University,"100%
would take again",100%,"2.7
level of difficulty",2.7,5
Joonna Trapp,https://www.ratemyprofessors.com/professor/2289869,QUALITY,5,5 ratings,English,Emory University,"100%
would take again",100%,"2.2
level of difficulty",2.2,5
Alexander Bolton,https://www.ratemyprofessors.com/professor/2271327,QUALITY,4.8,6 ratings,Political Science,Emory University,"100%
would take again",100%,"3.7
level of difficulty",3.7,4.8
Kimberly Wallace Sanders,https://www.ratemyprofessors.com/professor/1376203,QUALITY,,14 ratings,Women's Studies,Emory University,"32%
would take again",32%,"2.5
level of difficulty",2.5,1.6
Kimberly Belflower,https://www.ratemyprofessors.com/professor/2644938,QUALITY,5,4 ratings,Theater,Emory University,"100%
would take again",100%,"3
level of difficulty",3,5
Ahmed Siddiqi,https://www.ratemyprofessors.com/professor/2481997,QUALITY,4.5,10 ratings,Political Science,Emory University,"80%
would take again",80%,"3.6
level of difficulty",3.6,4.5
Jinho Choi,https://www.ratemyprofessors.com/professor/1996531,QUALITY,4.5,14 ratings,Computer Science,Emory University,"75%
would take again",75%,"3.8
level of difficulty",3.8,4.5
Natalia Bueno,https://www.ratemyprofessors.com/professor/2699001,QUALITY,,4 ratings,Political Science,Emory University,"40%
would take again",40%,"3.5
level of difficulty",3.5,2.8
T. Cooper,https://www.ratemyprofessors.com/professor/2383837,QUALITY,,4 ratings,Writing,Emory University,"50%
would take again",50%,"4.5
level of difficulty",4.5,3.5
Jorge Lizarzaburu,https://www.ratemyprofessors.com/professor/2389955,QUALITY,4.5,4 ratings,Philosophy,Emory University,"100%
would take again",100%,"2.2
level of difficulty",2.2,4.5
Mike Lewis,https://www.ratemyprofessors.com/professor/1701986,QUALITY,4.9,3 ratings,Business,Emory University,"100%
would take again",100%,"3
level of difficulty",3,4.9
Anthony Healey,https://www.ratemyprofessors.com/professor/2540183,QUALITY,,3 ratings,Sociology,Emory University,"0%
would take again",0%,"3.3
level of difficulty",3.3,2.7
Xinxin Yang,https://www.ratemyprofessors.com/professor/2457023,QUALITY,4,2 ratings,Languages,Emory University,"75%
would take again",75%,"1
level of difficulty",1,4
Weihua An,https://www.ratemyprofessors.com/professor/2482356,QUALITY,,2 ratings,Sociology,Emory University,"0%
would take again",0%,"4.5
level of difficulty",4.5,2
Lei Fang,https://www.ratemyprofessors.com/professor/2703464,QUALITY,4,1 ratings,Economics,Emory University,"100%
would take again",100%,"3
level of difficulty",3,4
Eric Tanenblatt,https://www.ratemyprofessors.com/professor/2601694,QUALITY,5,1 ratings,Political Science,Emory University,"100%
would take again",100%,"1
level of difficulty",1,5
Sam Cherribi,https://www.ratemyprofessors.com/professor/1476777,QUALITY,4,51 ratings,Sociology,Emory University,"82%
would take again",82%,"2.3
level of difficulty",2.3,4
Ruixuan Liu,https://www.ratemyprofessors.com/professor/2050967,QUALITY,,14 ratings,Economics,Emory University,"40%
would take again",40%,"3.7
level of difficulty",3.7,3
Vicki Powers,https://www.ratemyprofessors.com/professor/812719,QUALITY,,12 ratings,Mathematics,Emory University,"60%
would take again",60%,"2.4
level of difficulty",2.4,3
Katrina Dickson,https://www.ratemyprofessors.com/professor/542955,QUALITY,,38 ratings,Classics,Emory University,"43%
would take again",43%,"2.6
level of difficulty",2.6,3.4
Dheera Ananthakrishnan,https://www.ratemyprofessors.com/professor/2703696,QUALITY,,0 ratings,Biology,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Yuki Wang,https://www.ratemyprofessors.com/professor/2574241,QUALITY,,4 ratings,Economics,Emory University,"70%
would take again",70%,"2.8
level of difficulty",2.8,1.5
Nosayba El-Sayed,https://www.ratemyprofessors.com/professor/2430651,QUALITY,4.4,13 ratings,Computer Science,Emory University,"88%
would take again",88%,"3.3
level of difficulty",3.3,4.4
Jessica Sun,https://www.ratemyprofessors.com/professor/2693133,QUALITY,5,2 ratings,Political Science,Emory University,"100%
would take again",100%,"4
level of difficulty",4,5
Axel Presas,https://www.ratemyprofessors.com/professor/2287043,QUALITY,4.6,9 ratings,Spanish,Emory University,"92%
would take again",92%,"2.7
level of difficulty",2.7,4.6
John Wegner,https://www.ratemyprofessors.com/professor/1971342,QUALITY,,11 ratings,Science,Emory University,"72%
would take again",72%,"2.4
level of difficulty",2.4,3.5
Dana Catherine,https://www.ratemyprofessors.com/professor/2379332,QUALITY,4.8,10 ratings,French,Emory University,"92%
would take again",92%,"3.9
level of difficulty",3.9,4.8
Vonnie Cesar,https://www.ratemyprofessors.com/professor/2704960,QUALITY,,0 ratings,Nursing,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Andrew Plattner,https://www.ratemyprofessors.com/professor/2268864,QUALITY,5,2 ratings,English,Emory University,"100%
would take again",100%,"3.5
level of difficulty",3.5,5
Austin Boese,https://www.ratemyprofessors.com/professor/2666001,QUALITY,4,5 ratings,Quantitative Theory & Methods,Emory University,"80%
would take again",80%,"2.8
level of difficulty",2.8,4
Juliette Apkarian,https://www.ratemyprofessors.com/professor/2056773,QUALITY,,15 ratings,Russian Studies,Emory University,"47%
would take again",47%,"2.4
level of difficulty",2.4,3.5
Ellen Idler,https://www.ratemyprofessors.com/professor/1394077,QUALITY,,13 ratings,Sociology,Emory University,"45%
would take again",45%,"2.5
level of difficulty",2.5,3.3
Frank McDonald,https://www.ratemyprofessors.com/professor/798151,QUALITY,,25 ratings,Chemistry,Emory University,"75%
would take again",75%,"3.8
level of difficulty",3.8,2.8
Vishwanath Seshagiri,https://www.ratemyprofessors.com/professor/2705776,QUALITY,5,1 ratings,Computer Science,Emory University,"100%
would take again",100%,"1
level of difficulty",1,5
Cheryl Crowley,https://www.ratemyprofessors.com/professor/1846971,QUALITY,,9 ratings,Ethnic Studies,Emory University,"84%
would take again",84%,"2.3
level of difficulty",2.3,3.7
Karen Bergmann,https://www.ratemyprofessors.com/professor/2694400,QUALITY,4,1 ratings,Languages,Emory University,"100%
would take again",100%,"3
level of difficulty",3,4
Christine Ristaino,https://www.ratemyprofessors.com/professor/1059276,QUALITY,4.7,36 ratings,Languages,Emory University,"95%
would take again",95%,"1.9
level of difficulty",1.9,4.7
Patrick Cafferty,https://www.ratemyprofessors.com/professor/1711650,QUALITY,,71 ratings,Biology,Emory University,"70%
would take again",70%,"3.5
level of difficulty",3.5,3.8
Jason Eklund,https://www.ratemyprofessors.com/professor/2075117,QUALITY,4.8,6 ratings,Music,Emory University,"100%
would take again",100%,"3
level of difficulty",3,4.8
Oumlzgecan Koccedilak,https://www.ratemyprofessors.com/professor/2709284,QUALITY,,0 ratings,Business,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Ozgecan Kocak,https://www.ratemyprofessors.com/professor/2709285,QUALITY,,0 ratings,Business,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Peter Hoeyng,https://www.ratemyprofessors.com/professor/2336676,QUALITY,4.2,5 ratings,Languages,Emory University,"80%
would take again",80%,"2.8
level of difficulty",2.8,4.2
Elizabeth Goodstein,https://www.ratemyprofessors.com/professor/504718,QUALITY,,7 ratings,Not Specified,Emory University,"50%
would take again",50%,"3.7
level of difficulty",3.7,3.6
Margaret Matthews,https://www.ratemyprofessors.com/professor/2193456,QUALITY,,8 ratings,Philosophy,Emory University,"75%
would take again",75%,"2.4
level of difficulty",2.4,3.9
Anna Grimshaw,https://www.ratemyprofessors.com/professor/2710552,QUALITY,,1 ratings,Anthropology,Emory University,"67%
would take again",67%,"4
level of difficulty",4,1
Laura  Hunt,https://www.ratemyprofessors.com/professor/2030705,QUALITY,5,4 ratings,Russian Studies,Emory University,"100%
would take again",100%,"3
level of difficulty",3,5
Ben Yonas,https://www.ratemyprofessors.com/professor/2646740,QUALITY,4,2 ratings,Business,Emory University,"50%
would take again",50%,"1.5
level of difficulty",1.5,4
Kareem Joseph,https://www.ratemyprofessors.com/professor/2711050,QUALITY,,0 ratings,Writing,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Nichole Powell,https://www.ratemyprofessors.com/professor/2610256,QUALITY,,4 ratings,Chemistry,Emory University,"0%
would take again",0%,"5
level of difficulty",5,1
Whitney Easton,https://www.ratemyprofessors.com/professor/2331262,QUALITY,,14 ratings,Anthropology,Emory University,"65%
would take again",65%,"2.1
level of difficulty",2.1,3.8
Will Travers,https://www.ratemyprofessors.com/professor/2623480,QUALITY,,9 ratings,Spanish,Emory University,"50%
would take again",50%,"3.4
level of difficulty",3.4,3.4
