professor,Title_URL,rating,numRating,Department,cardschool__schoolsc19lmz2k1,cardfeedback__cardfeedbackitemlq6nix1,cardfeedback__cardfeedbackitemlq6nix13,cardfeedback__cardfeedbackitemlq6nix14,cardfeedback__cardfeedbackitemlq6nix15
Ruixuan Liu,https://www.ratemyprofessors.com/professor/2050967,3,14 ratings,Economics,Emory University,"40%
would take again",40%,"3.7
level of difficulty",3.7
Vicki Powers,https://www.ratemyprofessors.com/professor/812719,3,12 ratings,Mathematics,Emory University,"60%
would take again",60%,"2.4
level of difficulty",2.4
Katrina Dickson,https://www.ratemyprofessors.com/professor/542955,3.4,38 ratings,Classics,Emory University,"43%
would take again",43%,"2.6
level of difficulty",2.6
Dheera Ananthakrishnan,https://www.ratemyprofessors.com/professor/2703696,0,0 ratings,Biology,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Yuki Wang,https://www.ratemyprofessors.com/professor/2574241,1.5,4 ratings,Economics,Emory University,"70%
would take again",70%,"2.8
level of difficulty",2.8
Nosayba El-Sayed,https://www.ratemyprofessors.com/professor/2430651,4.4,13 ratings,Computer Science,Emory University,"88%
would take again",88%,"3.3
level of difficulty",3.3
Jessica Sun,https://www.ratemyprofessors.com/professor/2693133,5,2 ratings,Political Science,Emory University,"100%
would take again",100%,"4
level of difficulty",4
Axel Presas,https://www.ratemyprofessors.com/professor/2287043,4.6,9 ratings,Spanish,Emory University,"92%
would take again",92%,"2.7
level of difficulty",2.7
John Wegner,https://www.ratemyprofessors.com/professor/1971342,3.5,11 ratings,Science,Emory University,"72%
would take again",72%,"2.4
level of difficulty",2.4
Dana Catherine,https://www.ratemyprofessors.com/professor/2379332,4.8,10 ratings,French,Emory University,"92%
would take again",92%,"3.9
level of difficulty",3.9
Vonnie Cesar,https://www.ratemyprofessors.com/professor/2704960,0,0 ratings,Nursing,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Andrew Plattner,https://www.ratemyprofessors.com/professor/2268864,5,2 ratings,English,Emory University,"100%
would take again",100%,"3.5
level of difficulty",3.5
Austin Boese,https://www.ratemyprofessors.com/professor/2666001,4,5 ratings,Quantitative Theory & Methods,Emory University,"80%
would take again",80%,"2.8
level of difficulty",2.8
Juliette Apkarian,https://www.ratemyprofessors.com/professor/2056773,3.5,15 ratings,Russian Studies,Emory University,"47%
would take again",47%,"2.4
level of difficulty",2.4
Ellen Idler,https://www.ratemyprofessors.com/professor/1394077,3.3,13 ratings,Sociology,Emory University,"45%
would take again",45%,"2.5
level of difficulty",2.5
Frank McDonald,https://www.ratemyprofessors.com/professor/798151,2.8,25 ratings,Chemistry,Emory University,"75%
would take again",75%,"3.8
level of difficulty",3.8
Vishwanath Seshagiri,https://www.ratemyprofessors.com/professor/2705776,5,1 ratings,Computer Science,Emory University,"100%
would take again",100%,"1
level of difficulty",1
Cheryl Crowley,https://www.ratemyprofessors.com/professor/1846971,3.7,9 ratings,Ethnic Studies,Emory University,"84%
would take again",84%,"2.3
level of difficulty",2.3
Karen Bergmann,https://www.ratemyprofessors.com/professor/2694400,4,1 ratings,Languages,Emory University,"100%
would take again",100%,"3
level of difficulty",3
Christine Ristaino,https://www.ratemyprofessors.com/professor/1059276,4.7,36 ratings,Languages,Emory University,"95%
would take again",95%,"1.9
level of difficulty",1.9
Patrick Cafferty,https://www.ratemyprofessors.com/professor/1711650,3.8,71 ratings,Biology,Emory University,"70%
would take again",70%,"3.5
level of difficulty",3.5
Jason Eklund,https://www.ratemyprofessors.com/professor/2075117,4.8,6 ratings,Music,Emory University,"100%
would take again",100%,"3
level of difficulty",3
Oumlzgecan Koccedilak,https://www.ratemyprofessors.com/professor/2709284,0,0 ratings,Business,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Ozgecan Kocak,https://www.ratemyprofessors.com/professor/2709285,0,0 ratings,Business,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Peter Hoeyng,https://www.ratemyprofessors.com/professor/2336676,4.2,5 ratings,Languages,Emory University,"80%
would take again",80%,"2.8
level of difficulty",2.8
Elizabeth Goodstein,https://www.ratemyprofessors.com/professor/504718,3.6,7 ratings,Not Specified,Emory University,"50%
would take again",50%,"3.7
level of difficulty",3.7
Margaret Matthews,https://www.ratemyprofessors.com/professor/2193456,3.9,8 ratings,Philosophy,Emory University,"75%
would take again",75%,"2.4
level of difficulty",2.4
Anna Grimshaw,https://www.ratemyprofessors.com/professor/2710552,1,1 ratings,Anthropology,Emory University,"67%
would take again",67%,"4
level of difficulty",4
Laura  Hunt,https://www.ratemyprofessors.com/professor/2030705,5,4 ratings,Russian Studies,Emory University,"100%
would take again",100%,"3
level of difficulty",3
Ben Yonas,https://www.ratemyprofessors.com/professor/2646740,4,2 ratings,Business,Emory University,"50%
would take again",50%,"1.5
level of difficulty",1.5
Kareem Joseph,https://www.ratemyprofessors.com/professor/2711050,0,0 ratings,Writing,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Nichole Powell,https://www.ratemyprofessors.com/professor/2610256,1,4 ratings,Chemistry,Emory University,"0%
would take again",0%,"5
level of difficulty",5
Whitney Easton,https://www.ratemyprofessors.com/professor/2331262,3.8,14 ratings,Anthropology,Emory University,"65%
would take again",65%,"2.1
level of difficulty",2.1
Will Travers,https://www.ratemyprofessors.com/professor/2623480,3.4,9 ratings,Spanish,Emory University,"50%
would take again",50%,"3.4
level of difficulty",3.4
Melvin Konner,https://www.ratemyprofessors.com/professor/1033196,3.5,35 ratings,Anthropology,Emory University,"70%
would take again",70%,"3.3
level of difficulty",3.3
Dwight Andrews,https://www.ratemyprofessors.com/professor/1214985,3.6,13 ratings,Music,Emory University,"50%
would take again",50%,"2.8
level of difficulty",2.8
Jay Shanken,https://www.ratemyprofessors.com/professor/2712297,0,0 ratings,Finance,Emory University,"100%
would take again",100%,"0
level of difficulty",0
Jeffrey Busse,https://www.ratemyprofessors.com/professor/2712299,0,0 ratings,Finance,Emory University,"100%
would take again",100%,"0
level of difficulty",0
Kelvin Kan,https://www.ratemyprofessors.com/professor/2629637,3.8,6 ratings,Mathematics,Emory University,"67%
would take again",67%,"2.7
level of difficulty",2.7
Mikhael Epstein,https://www.ratemyprofessors.com/professor/2258114,5,1 ratings,Russian Studies,Emory University,"100%
would take again",100%,"2
level of difficulty",2
Kristin Wall,https://www.ratemyprofessors.com/professor/2321545,5,4 ratings,Health Science,Emory University,"100%
would take again",100%,"2.2
level of difficulty",2.2
Nargis Virani,https://www.ratemyprofessors.com/professor/2561707,3,3 ratings,Languages,Emory University,"75%
would take again",75%,"3.7
level of difficulty",3.7
Alan Abramowitz,https://www.ratemyprofessors.com/professor/1285646,2.3,26 ratings,Political Science,Emory University,"55%
would take again",55%,"2.8
level of difficulty",2.8
Viraj Master,https://www.ratemyprofessors.com/professor/2716195,0,0 ratings,Medicine,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Adrienne Ivey,https://www.ratemyprofessors.com/professor/1162977,4,2 ratings,English,Emory University,"100%
would take again",100%,"2
level of difficulty",2
Li Xiong,https://www.ratemyprofessors.com/professor/2000093,5,8 ratings,Computer Science,Emory University,"100%
would take again",100%,"3.7
level of difficulty",3.7
Yuchen Liang,https://www.ratemyprofessors.com/professor/2718296,0,0 ratings,Philosophy,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Esfandiar Maasoumi,https://www.ratemyprofessors.com/professor/1260593,4.3,8 ratings,Economics,Emory University,"86%
would take again",86%,"4.3
level of difficulty",4.3
Juan Estrada Sosa,https://www.ratemyprofessors.com/professor/2719444,5,1 ratings,Economics,Emory University,"100%
would take again",100%,"3
level of difficulty",3
Ken Mandelberg,https://www.ratemyprofessors.com/professor/1784634,2.2,12 ratings,Computer Science,Emory University,"0%
would take again",0%,"3.7
level of difficulty",3.7
Maria Sibau,https://www.ratemyprofessors.com/professor/1967242,4.7,7 ratings,Languages,Emory University,"86%
would take again",86%,"3.2
level of difficulty",3.2
David Morgen,https://www.ratemyprofessors.com/professor/1729950,4.3,14 ratings,English,Emory University,"92%
would take again",92%,"1.8
level of difficulty",1.8
Changzheng Liu,https://www.ratemyprofessors.com/professor/2497645,5,7 ratings,Languages,Emory University,"100%
would take again",100%,"3.3
level of difficulty",3.3
Craig Perry,https://www.ratemyprofessors.com/professor/2551815,3.6,5 ratings,Religion,Emory University,"75%
would take again",75%,"3.6
level of difficulty",3.6
Walter Kalaidjian,https://www.ratemyprofessors.com/professor/2148360,3,5 ratings,English,Emory University,"75%
would take again",75%,"1.6
level of difficulty",1.6
Dan Reiter,https://www.ratemyprofessors.com/professor/1174514,4.4,11 ratings,Political Science,Emory University,"100%
would take again",100%,"3.2
level of difficulty",3.2
Difeng Cai,https://www.ratemyprofessors.com/professor/2540368,4.4,7 ratings,Mathematics,Emory University,"93%
would take again",93%,"3.6
level of difficulty",3.6
Sahar Voghoei,https://www.ratemyprofessors.com/professor/2632530,1.5,7 ratings,Computer Science,Emory University,"15%
would take again",15%,"3.7
level of difficulty",3.7
Elena Glazov-Corrigan,https://www.ratemyprofessors.com/professor/2174668,4.7,8 ratings,Russian Studies,Emory University,"88%
would take again",88%,"2.4
level of difficulty",2.4
Jong Kim,https://www.ratemyprofessors.com/professor/1755137,3.1,52 ratings,Economics,Emory University,"58%
would take again",58%,"4
level of difficulty",4
Clifton Green,https://www.ratemyprofessors.com/professor/233270,4.5,25 ratings,Business,Emory University,"92%
would take again",92%,"3.5
level of difficulty",3.5
Emily Bianchi,https://www.ratemyprofessors.com/professor/1804691,4.4,20 ratings,Business,Emory University,"100%
would take again",100%,"2.6
level of difficulty",2.6
Jeremy Bell,https://www.ratemyprofessors.com/professor/2399919,4.7,8 ratings,Philosophy,Emory University,"100%
would take again",100%,"3.3
level of difficulty",3.3
Teelin Lucero,https://www.ratemyprofessors.com/professor/2700894,1,1 ratings,Philosophy,Emory University,"50%
would take again",50%,"3
level of difficulty",3
Cristina Tarazona,https://www.ratemyprofessors.com/professor/2094037,4.1,8 ratings,Spanish,Emory University,"84%
would take again",84%,"3.4
level of difficulty",3.4
Kathleen Leuschen,https://www.ratemyprofessors.com/professor/2385589,4.1,11 ratings,English,Emory University,"82%
would take again",82%,"2.5
level of difficulty",2.5
Seunghwa Rho,https://www.ratemyprofessors.com/professor/2584064,5,4 ratings,Quantitative Theory amp Methods,Emory University,"100%
would take again",100%,"3.5
level of difficulty",3.5
Michael Cerchia,https://www.ratemyprofessors.com/professor/2726420,0,0 ratings,Mathematics,Emory University,"100%
would take again",100%,"0
level of difficulty",0
Katherine Harrington,https://www.ratemyprofessors.com/professor/2726582,4,1 ratings,Art History,Emory University,"100%
would take again",100%,"3
level of difficulty",3
Vincent Bornert,https://www.ratemyprofessors.com/professor/2641165,5,4 ratings,French,Emory University,"100%
would take again",100%,"2
level of difficulty",2
Imon Banerjee,https://www.ratemyprofessors.com/professor/2704282,3,1 ratings,Computer Science,Emory University,"0%
would take again",0%,"4
level of difficulty",4
Roger Deal,https://www.ratemyprofessors.com/professor/1845542,3.5,9 ratings,Biology,Emory University,"80%
would take again",80%,"3.5
level of difficulty",3.5
Julianna Watson,https://www.ratemyprofessors.com/professor/1865526,4.5,5 ratings,French,Emory University,"100%
would take again",100%,"2
level of difficulty",2
Gregory Berns,https://www.ratemyprofessors.com/professor/2133896,5,1 ratings,Psychology,Emory University,"100%
would take again",100%,"1
level of difficulty",1
Alyasah Sewell,https://www.ratemyprofessors.com/professor/1991903,3.4,9 ratings,Sociology,Emory University,"60%
would take again",60%,"3
level of difficulty",3
Deepika Bahri,https://www.ratemyprofessors.com/professor/2246817,4,2 ratings,English,Emory University,"100%
would take again",100%,"3.5
level of difficulty",3.5
Alessandro Veneziani,https://www.ratemyprofessors.com/professor/1777905,2.8,19 ratings,Mathematics,Emory University,"90%
would take again",90%,"4.3
level of difficulty",4.3
Cassie Gonzales,https://www.ratemyprofessors.com/professor/2283657,4.5,2 ratings,Writing,Emory University,"100%
would take again",100%,"2
level of difficulty",2
Cassandra Estep,https://www.ratemyprofessors.com/professor/2252787,4.2,7 ratings,Business Administration,Emory University,"78%
would take again",78%,"3.5
level of difficulty",3.5
Zhiyun Gong,https://www.ratemyprofessors.com/professor/2084476,3.3,41 ratings,Mathematics,Emory University,"58%
would take again",58%,"3.2
level of difficulty",3.2
Rebecca Shasanmi Ellis,https://www.ratemyprofessors.com/professor/2625807,5,1 ratings,Health Science,Emory University,"100%
would take again",100%,"3
level of difficulty",3
Nicole Guidotti,https://www.ratemyprofessors.com/professor/2732588,0,0 ratings,English,Emory University,"100%
would take again",100%,"0
level of difficulty",0
Linda Armstrong,https://www.ratemyprofessors.com/professor/2732620,0,0 ratings,Art History,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Anjuli Webster,https://www.ratemyprofessors.com/professor/2733612,0,0 ratings,History,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Sameena Mulla,https://www.ratemyprofessors.com/professor/2733629,3,1 ratings,Women's Studies,Emory University,"100%
would take again",100%,"4
level of difficulty",4
Jeffrey Mullis,https://www.ratemyprofessors.com/professor/1022038,3.8,25 ratings,Sociology,Emory University,"80%
would take again",80%,"2.2
level of difficulty",2.2
Michael Evenden,https://www.ratemyprofessors.com/professor/144904,4.3,14 ratings,Theater,Emory University,"63%
would take again",63%,"3.4
level of difficulty",3.4
Tesla Cariani,https://www.ratemyprofessors.com/professor/2379005,5,2 ratings,English,Emory University,"100%
would take again",100%,"1.5
level of difficulty",1.5
Sorin Huh,https://www.ratemyprofessors.com/professor/2614353,3.4,10 ratings,Languages,Emory University,"54%
would take again",54%,"3.4
level of difficulty",3.4
Federico Mandelman,https://www.ratemyprofessors.com/professor/2291429,2.7,3 ratings,Economics,Emory University,"50%
would take again",50%,"3.3
level of difficulty",3.3
Robert Goddard,https://www.ratemyprofessors.com/professor/1818866,3.2,10 ratings,Latin American Studies,Emory University,"88%
would take again",88%,"1.6
level of difficulty",1.6
