,Class Number,Class title
5217,LAW 870F,EXTERN Corporate Counsel
5218,LAW 870G,EXTERN Prosecution
5219,LAW 870H,EXTERN Criminal Defense
5220,LAW 870I,EXTERN Advanced
5221,LAW 870J,EXTERN Legislative Policy
5222,LAW 870K,Landlord Tenant Mediation Practicum
5223,LAW 879L,eDiscovery and Litigation Technology
5224,LAW 882A,Mock Trial
5225,LAW 887,Moot Court
5226,LAW 887A,Moot Court
5227,LAW 890,Fundamentals of Innov. I
5228,LAW 891,Special TopicsTechnology I
5229,LAW 897,Directed ResearchSpecific Topics
5230,LAW 897A,Dir. Research Specific Topics Practicum Research
5231,LAW 897B,Dir. Research Specific Topics
5232,LAW 898,Directed ResearchSpecific Topic
5233,SMIT,Meets
5234,LAW 898B,Directed Study
5235,LAW 898C,Directed Study
5236,WOOD,Meets
5237,LAW 900,Semester Abroad
5238,LAW 900B,Study Abroad Central European University
5239,LAW 900J,Study Abroad - Sydney
5240,LAW 900M,Study Abroad - Switzerland
5241,LAW 910,SJD Research - G1
5242,LAW 920,SJD Research - G2
5243,LAW 930,SJD Research - G3
5244,LAW 945,Prospectus Defense
5245,LAW 955,Dissertation Defense
5246,LAW 959,Courtroom PersuasionDrama I
5247,LING 101,History of the American Languages
5248,LING 190,Fresh Sem Linguistics Advertising
5249,LING 201,Foundations of Linguistics
5250,LING 214,Meaning in Human Language
5251,LING 285,Intro Topics in Linguistics Intro. to Sociolinguistics
5252,LING 303,Phonetics The Sounds of Spanish
5253,LING 304,Introduction to Spanish Linguistics
5254,LING 309,Brain and Language
5255,LING 311,French Phonetics
5256,LING 316,Language Acquisition
5257,LING 337W,Studying Language and Society
5258,LING 340,Topics in Sociolinguistics Language Variation
5259,LING 385,Special Topics in Linguistics Experimental Phonetics
5260,LING 401W,"Language, Mind & Society"
5261,LING 407,Hispanic Sociolinguistics
5262,LING 411W,Translation Theory and Practice
5263,LING 446W,BigSmall Data and Visualization
5264,LING 495A,Honors Directed Research
5265,LING 497R,Directed Study
5266,LING 499R,Directed Research
5267,LING 505,Problems Foreign Language Teaching
5268,M 670,Missiology in Ecumenical and Global Perspectives
5269,M 697,Mission Regional Seminar Peru
5270,M 699,Directed Study
5271,M2M 700,Human Health Molecules to Mankind
5272,MATH 111,Calculus I
5273,MATH 112,Calculus II
5274,MATH 112Z,Calculus II
5275,MATH 116,Life Sciences Calculus II
5276,MATH 190,"Fresh Sem Math Sports, Games & Gambling"
5277,MATH 210,Advanced Calculus for Data Sciences
5278,MATH 211,Advanced Calculus (Multivariable)
5279,MATH 212,Differential Equations
5280,MATH 221,Linear Algebra
5281,MATH 250,Foundations of Mathematics
5282,MATH 275,Honors Linear Algebra
5283,MATH 297,Directed Study
5284,MATH 315,Numerical Analysis
5285,MATH 318,Complex Variables
5286,MATH 328,Number Theory
5287,MATH 345,Mathematical Modeling
5288,MATH 346,Linear Optimization
5289,MATH 351,Partial Differential Equations
5290,MATH 361,Mathematical Statistics I
5291,MATH 411,Real Analysis I
5292,MATH 421,Abstract Algebra I
5293,MATH 425,Mathematical Economics
5294,MATH 495R,Honors
5295,MATH 497R,Directed Study
5296,MATH 511,Analysis I
5297,MATH 515,Numerical Analysis I
5298,MATH 521,Algebra I
5299,MATH 528,Algebraic Number Theory
5300,MATH 531,Graph Theory I
5301,MATH 545,Intro To Differential Geometry I
5302,MATH 577R,Seminar In Combinatorics
5303,MATH 578R,Seminar In Algebra
5304,MATH 579R,Seminar In Analysis
5305,MATH 590,Teaching Seminar
5306,MATH 597R,Directed Study
5307,MATH 788,Topics In Algebra
5308,MATH 789,Topics in Analysis
5309,MATH 799R,Research
5310,MBC 501,"Core in Mind, Brain and Culture"
5311,MC 999R,McAfee Coursework
5312,MD 505,FDNS Prologue I Healthy Human
5313,MD 508,FDNS Human Development
5314,MD 510,"FDNS Embryos, Tissues & Cells"
5315,MD 515,FDNS Neural Function
5316,MD 520,Integrated Healthy Physiology
5317,MD 525,Foundations Nutrition & Metabolism
5318,MD 530,Foundations Endocrine Control
5319,MD 535,Foundations Genetics & Evolution
5320,MD 540,Foundatons Aging & Dying
5321,MD 545,Foundations Prologue II Human Disease
5322,MD 580,Evidence Based Medicine
5323,MD 600,Foundation EndocrineReproduction
5324,MD 605,Foundation Hematology
5325,MD 610,Foundation Neuroscience I
5326,MD 615,Behavioral Science
5327,MD 620,Infectious Diseases
5328,MD 625,Foundations Elective
5329,MD 630,Foundations Review Human Disease
5330,MD 635,Foundation Review Self Study
5331,MD 639,Essentials of Patient Care (EPC)
5332,MD 642,Ethics in Medicine
5333,MD 645,Community Learning and Social Medicine
5334,MD 705,Application Adult Primary Care
5335,MD 710,Application Internal Medicine
5336,MD 715,Application Neurology
5337,MD 720,Application ObstetricsGynecology
5338,MD 725,Application Pediatrics
5339,MD 730,Application Psychiatry
5340,MD 735,Application Surgery
5341,MD 740,Application Anesthesiology
5342,MD 741,Application Dermatology
5343,MD 742,Application Palliative Medicine
5344,MD 743,Application Ophthalmology
5345,MD 745,Application Radiology
5346,MD 750,Applications Ethics in Medicine
5347,MD 755,Integration I
5348,MD 756,Integration II
5349,MD 757,Integration III
5350,MD 800,Discovery Phase
5351,MD 840,General Course Elective
5352,MD 905,Translation Senior Medicine Sub-Internship
5353,MD 906,TRANS Sr Surg Sub-Internship
5354,MD 907,Translation Senior Pediatric Sub-Internship
5355,MD 910,Translation Critical Care
5356,MD 915,Translation Emergency Medicine
5357,MD 920,Translation Elective
5358,MD 920,Translation Elective Adult Hemoglobin Disorders
5359,HO04,Meets
5360,MD 920,Translation Elective Adv.Gen.Diagnostic Radiology
5361,RA10,Meets
5362,MD 920,Translation Elective Advanced NeuroSleep Disorders
5363,NE07,Meets
5364,MD 920,Translation Elective AllergyImmunology(PedsAdult)
5365,PM25,Meets
5366,MD 920,Translation Elective Anesthesia for Surgical Subspecialties
5367,AN02,Meets
5368,MD 920,Translation Elective App.& Fnd. of Edu. in Med Ed.
5369,MED,Meets
5370,MD 920,Translation Elective Away Rotation
5371,MD 920,Translation Elective Cardiology
5372,CO01,Meets
5373,MD 920,Translation Elective Cardiotho.Anes.& Critical Care
5374,AN01,Meets
5375,MD 920,Translation Elective Cardiothoracic Research
5376,SU30,Meets
5377,MD 920,Translation Elective Cardiothoracic Surgery
5378,SU15,Meets
5379,MD 920,Translation Elective Child & Adolescent Psychiatry
5380,P07,Meets
5381,MD 920,Translation Elective Child Abuse&Forensic Pediatric
5382,PE19,Meets
5383,MD 920,Translation Elective Child Neurology (Peds)
5384,PE11,Meets
5385,MD 920,Translation Elective Dermatology
5386,D01,Meets
5387,MD 920,Translation Elective Dermatology Clinical Research
5388,D02,Meets
5389,MD 920,Translation Elective Digestive Diseases
5390,DD02,Meets
5391,MD 920,Translation Elective ElectiveIndependentlyArranged
5392,SPEC,Meets
5393,MD 920,Translation Elective Emergency Psychiatry
5394,P05,Meets
5395,MD 920,Translation Elective Emergency Ultrasound
5396,EM07,Meets
5397,MD 920,Translation Elective Emory Acute Care Surgery
5398,SU32,Meets
5399,MD 920,Translation Elective Family Planning
5400,GO04,Meets
5401,MD 920,Translation Elective Female Pelvic Med.&Reconst.Srg
5402,GO06,Meets
5403,MD 920,Translation Elective ForensicPathology&Death Investigation
5404,PA02,Meets
5405,MD 920,Translation Elective General Diagnostic Radiology
5406,RA01,Meets
5407,MD 920,Translation Elective General Obstetrics & Gynecol.
5408,GO07,Meets
5409,MD 920,Translation Elective General Surgery
5410,SU01,Meets
5411,MD 920,Translation Elective Ger.Psyc & Electroconv.Therapy
5412,P22,Meets
5413,MD 920,Translation Elective Geriatric Medicine
5414,GM11,Meets
5415,MD 920,Translation Elective Gynecology Research
5416,GO08,Meets
5417,MD 920,"Translation Elective HIV Infections, Outpatient"
5418,ID06,Meets
5419,MD 920,Translation Elective HIV Psychiatric Services
5420,P11,Meets
5421,MD 920,Translation Elective Hematology
5422,HO02,Meets
5423,MD 920,Translation Elective Hematology and Sickle Cell
5424,HO01,Meets
5425,MD 920,Translation Elective Hepatobilary &Hepatic Transpl.
5426,SU33,Meets
5427,MD 920,Translation Elective High-Risk Obstetrics
5428,GO02,Meets
5429,MD 920,Translation Elective Hurst Cardiology
5430,C10,Meets
5431,MD 920,Translation Elective Independent Study
5432,STDY,Meets
5433,MD 920,Translation Elective Infectious Disease Consults
5434,ID08,Meets
5435,MD 920,Translation Elective Infectious Diseases
5436,ID02,Meets
5437,MD 920,Translation Elective Inpatient Psychiatry
5438,P06,Meets
5439,MD 920,Translation Elective International Elective
5440,INTL,Meets
5441,MD 920,Translation Elective Intro.toCrim.&Civ.Forensic Psy
5442,P12,Meets
5443,MD 920,Translation Elective Labor and Delivery
5444,GO03,Meets
5445,MD 920,Translation Elective Law& MedicineHlth Law Partner
5446,PE22,Meets
5447,MD 920,Translation Elective MICU
5448,PD01,Meets
5449,MD 920,Translation Elective Med.Toxicology Emergency Med.
5450,EM02,Meets
5451,MD 920,Translation Elective Medical Genetics
5452,PE09,Meets
5453,MD 920,Translation Elective Medical Oncology
5454,HO05,Meets
5455,MD 920,Translation Elective NeonatalPerinatal Medicine
5456,PE10,Meets
5457,MD 920,Translation Elective Nephrology
5458,NI03,Meets
5459,MD 920,Translation Elective Neurology(Elective)
5460,NE02,Meets
5461,MD 920,Translation Elective Neurosurgery
5462,SU14,Meets
5463,MD 920,Translation Elective Ophthalmology
5464,O01,Meets
5465,MD 920,Translation Elective OralMaxilofacial Surgery
5466,SU21,Meets
5467,MD 920,Translation Elective Orthopaedic Externship
5468,OS02,Meets
5469,MD 920,Translation Elective Otolaryngology
5470,SU10,Meets
5471,MD 920,Translation Elective Pathology
5472,PA01,Meets
5473,MD 920,Translation Elective Ped.EmergencyUrgent Care
5474,PE04,Meets
5475,MD 920,Translation Elective Ped.Gastroenterology&Nutrition
5476,PE15,Meets
5477,MD 920,Translation Elective Ped.Hematology Oncology BMT
5478,PE07,Meets
5479,MD 920,Translation Elective Pediatric Anesthesiology
5480,AN03,Meets
5481,MD 920,Translation Elective Pediatric Cardiology
5482,PE05,Meets
5483,MD 920,Translation Elective Pediatric Cardiothor.Surgery
5484,SU16,Meets
5485,MD 920,Translation Elective Pediatric Endocrinology
5486,PE06,Meets
5487,MD 920,Translation Elective Pediatric Hemoglobin Disorders
5488,PE16,Meets
5489,MD 920,Translation Elective Pediatric Infectious Diseases
5490,PE08,Meets
5491,MD 920,Translation Elective Pediatric Nephrology
5492,PE12,Meets
5493,MD 920,Translation Elective Pediatric Pulmonary Medicine
5494,PE14,Meets
5495,MD 920,Translation Elective Pediatric Sub-I Elective
5496,PE02,Meets
5497,MD 920,Translation Elective Pediatric Surgery
5498,SU11,Meets
5499,MD 920,Translation Elective Pediatrics In-Patient
5500,PE01,Meets
5501,MD 920,Translation Elective Plastic Surgery
5502,SU12,Meets
5503,MD 920,Translation Elective Preventative Cardiology
5504,CO05,Meets
5505,MD 920,Translation Elective Primary Care
5506,GM01,Meets
5507,MD 920,Translation Elective Psychiatry & Behav.Sciences
5508,P23,Meets
5509,MD 920,Translation Elective Psychiatry - VAMC
5510,P01,Meets
5511,MD 920,Translation Elective Psychiatry Consults
5512,P09,Meets
5513,MD 920,Translation Elective Psychiatry OP-Skyland Trail
5514,P25,Meets
5515,MD 920,Translation Elective Psychiatry Subinternship
5516,P02,Meets
5517,MD 920,Translation Elective Pulmonary Diseases
5518,PD03,Meets
5519,MD 920,Translation Elective Radiation Oncology
5520,CR01,Meets
5521,MD 920,Translation Elective Rehabilitation Medicine
5522,RM01,Meets
5523,MD 920,Translation Elective Reproduc.Endocrinol.&Infertil.
5524,GO05,Meets
5525,MD 920,Translation Elective Research
5526,MD 920,Translation Elective Rheumatology-Immunology
5527,R01,Meets
5528,MD 920,Translation Elective Sport Medicine
5529,OS04,Meets
5530,MD 920,Translation Elective Surg.Anat.Embryol.&Opera.Tech
5531,SU20,Meets
5532,MD 920,Translation Elective Surgical ICU
5533,SU04,Meets
5534,MD 920,Translation Elective Surgical Oncology
5535,SU08,Meets
5536,MD 920,Translation Elective Transplant Medicine (Kidney and Liver)
5537,NI05,Meets
5538,MD 920,Translation Elective Transplant Surgery
5539,SU07,Meets
5540,MD 920,Translation Elective Trauma Surgery
5541,SU03,Meets
5542,MD 920,Translation Elective Urology
5543,SU13,Meets
5544,MD 920,Translation Elective Vascular Surgery
5545,SU19,Meets
5546,MD 921,MD921-Elective
5547,MD 940,Translation Capstone
5548,MDIV 500,Candler ADVANCE
5549,MDIV 505,First Year Advising
5550,MDIV 995R,St. Paul's Kenya Exchange
5551,MDIV 997R,Wesley House Exchange
5552,MDIV 999R,MDIV Administrative Fee
5553,MDP 500,Introductory Field Seminar
5554,MDP 506,Research Methods I
5555,MDP 511,Interdisciplinary Field Seminar II
5556,MDP 516,Quantitative Reasoning
5557,MDP 518,Professional Development
5558,MDP 585,Special Topics Org and Mgmt Social Sector
5559,MDP 585,Special Topics Diversity and Equity in Dev
5560,MDP 596R,United States Based Internship Chattahoochee River Keeper
5561,MDP 596R,United States Based Internship Champs
5562,MDP 596R,United States Based Internship Habitat for Humanity
5563,MDP 596R,United States Based Internship Atlanta Evaluation Association
5564,MDP 596R,United States Based Internship CARE
5565,MDP 596R,United States Based Internship The Carter Center
5566,MDP 596R,United States Based Internship GA Muslim Voter Project
5567,MDP 596R,United States Based Internship CDC
5568,MDP 596R,United States Based Internship International Rescue Committee
5569,MDP 596R,United States Based Internship Churches for Middle East Peace
5570,MDP 596R,United States Based Internship Emory IDN
5571,MDP 596R,United States Based Internship Center for Civic Engagement
5572,MDP 597R,Directed Study Kenya Mapping & Analysis
5573,MDPH 501R,MDPhD Self-Directed Seminar
5574,MDPH 508R,MDPhD Journal Club
5575,MDPH 610R,Research Rotation in Biomedical Engineering
5576,MDPH 615R,Research Rotation in Epidemiology
5577,MDPH 625R,Research Rotation in Immunology and Molecular Pathogenesis
5578,MDPH 640R,Research Rotation in Neuroscience
5579,MDPH 655R,Intro. to Medical Scientist Training
5580,MDPH 799R,Med Science Directed Study-MdPhd MDPhD Clinical Research Conference
5581,MDPH 799R,Med Science Directed Study-MdPhd MDPhD Seminar Series
5582,MDPH 799R,Med Science Directed Study-MdPhd MDPhD Clinical Skills Refresher
5583,MESAS 100,Introduction to Middle Eastern Civilizations
5584,MESAS 102,Introduction to South Asian Civilizations
5585,MESAS 170,Special Topics MESAS-100 Level Plato and Aristotle
5586,MESAS 190,Freshmen Seminar in MESAS Islam in Europe
5587,MESAS 190,Freshmen Seminar in MESAS A Global History of Slavery
5588,MESAS 190,Freshmen Seminar in MESAS Powerful Women Global History
5589,MESAS 240,Conversational Tibetan
5590,MESAS 270,Special Topics MESAS-200 Level Muslim SE Asia
5591,MESAS 270,Special Topics MESAS-200 Level Islam in Central Asia
5592,MESAS 270,Special Topics MESAS-200 Level Sanskrit
5593,MESAS 300W,Beyond Borders Imagine ME&SA
5594,MESAS 303R,Gamelan Ensemble
5595,MESAS 315W,The Qur'an
5596,MESAS 330,Tibetan Culture
5597,MESAS 348W,Israeli-Palestinian Literature
5598,MESAS 370,Special Topics MESAS-300 Level Great Mughals of India
5599,MESAS 370,Special Topics MESAS-300 Level SexCulturePower-Arab World
5600,MESAS 370,Special Topics MESAS-300 Level Islam and Politics
5601,MESAS 370W,Special Topics MESAS-300 Level Sages and Saints
5602,MESAS 370W,Special Topics MESAS-300 Level Hist. Jewish-Muslim Relations
5603,MESAS 375W,Topics In Jewish Literature The New Jew
5604,MESAS 380,Islam in Europe
5605,MESAS 381,Islamic West 600-1600
5606,MESAS 466W,India The Home and the World
5607,MESAS 495R,Honors Seminar in MESAS
5608,MESAS 497R,Directed Study
5609,MI 201,Intro. to Medical Imaging
5610,MI 211A,Patient Care
5611,MI 213A,Medical Imaging Procedure
5612,MI 213D,Medical Imaging Procedures
5613,MI 221A,Anatomy Physiology
5614,MI 221C,Anatomy & Physiology
5615,MI 261A,Clinical Clerkship
5616,MI 325B,Principles Radiographic Technique
5617,MI 361B,Clinical Internship
5618,MI 423,Basic Radiation Biology
5619,MI 425,Quality Control
5620,MI 433,Organizational Behavior
5621,MI 435,Hospital Organization & Personnel Management
5622,MI 443R,Practice Teaching (Clinical)
5623,MI 445R,Practice Teaching (Didactic)
5624,MI 457B,Advanced Clinical Procedures II Interventional Radiology
5625,MI 457B,Advanced Clinical Procedures II Women's Health (Mammography)
5626,MI 461B,Clinical Practicum
5627,MI 463B,Management Practicum
5628,MI 465B,CT Practicum
5629,MI 467B,MRI Practicum
5630,MI 469B,Advanced Clinical Practicum II Interventional Radiology
5631,MI 469B,Advanced Clinical Practicum II Women's Health (Mammography)
5632,MKT 243,DynamicsAdvertise & Promotion
5633,MKT 340,Marketing Management
5634,MKT 341,Seminar on Global Marketing
5635,MKT 346,Consumer Behavior
5636,MKT 347,Product and Brand Management
5637,MKT 348,Sales & Business Development
5638,MKT 400,Study Abroad MKT Elective (General Elective)
5639,MKT 401,Study Abroad MKT Elective (Global Elective)
5640,MKT 441,Ideation
5641,MKT 446,Advertising & Marketing Communications
5642,MKT 462,Customer Lifetime Valuation
5643,MKT 499R,Special Topics Data Monetization Lab
5644,MKT 540,Marketing Management
